"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-01","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","-0.5",",,W","  180",",,W","  200",",,W","6.3",",,W","10.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-02","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.1",",,W","4.4",",,W","  240",",,W","  250",",,W","5.8",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-03","4.3",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","-4.3",",,W","  300",",,W","  320",",,W","8.1",",,W","13.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-04","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"2.8",",,W","-6.0",",,W","  240",",,W","  230",",,W","5.8",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-05","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"7.8",",,W","0.0",",,W","  160",",,W","  130",",,W","5.8",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-06","2.4",",,W",,,"1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","6.1",",,W","  230",",,W","  220",",,W","6.7",",,W","10.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-07","3.3",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","10.0",",,W","  280",",,W","  270",",,W","13.0",",,W","21.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-08","4.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","3.9",",,W","  310",",,W","  290",",,W","10.3",",,W","16.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-09","2.6",",,W",,,"14.2",",,W,2400","10.0",",,W,2400","0.0",",,W,2400",,,"5.0",",,W","0.6",",,W","   80",",,W","   60",",,W","6.3",",,W","8.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-10","0.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0","T,,W,2400",,,"10.6",",,W","0.6",",,W","  140",",,W","   40",",,W","3.6",",,W","4.9",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-11","2.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","4.4",",,W","  140",",,W","  150",",,W","5.8",",,W","10.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-12","4.4",",,W",,,"12.7",",,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"8.9",",,W","-4.3",",,W","  310",",,W","  320",",,W","11.6",",,W","19.7",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-13","4.0",",,W",,,"0.0","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"1.7",",,W","-5.5",",,W","  280",",,W","  290",",,W","9.8",",,W","15.2",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-14","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","0.6",",,W","  220",",,W","  210",",,W","6.7",",,W","11.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-15","2.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","7.8",",,W","  280",",,W","  240",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-16","2.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"19.4",",,W","8.9",",,W","  140",",,W","  160",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-17","2.5",",,W",,,"2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","7.2",",,W","   60",",,W","   50",",,W","6.3",",,W","8.5",",,W","    1",",,W","    1",",,W",,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-18","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","10.0",",,W","  150",",,W","  160",",,W","5.4",",,W","8.5",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-19","1.2",",,W",,,"1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","9.4",",,W","  290",",,W","  290",",,W","6.3",",,W","8.9",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-20","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","7.8",",,W","  300",",,W","  310",",,W","8.1",",,W","13.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-21","3.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","6.7",",,W","  310",",,W","  280",",,W","7.6",",,W","12.1",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-22","3.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","6.1",",,W","  310",",,W","  300",",,W","7.2",",,W","11.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-23","3.4",",,W",,,"1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"9.4",",,W","3.3",",,W","   60",",,W","   50",",,W","7.2",",,W","9.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-24","5.1",",,W",,,"23.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","3.3",",,W","   60",",,W","   60",",,W","9.8",",,W","13.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-25","1.9",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","6.7",",,W","  240",",,W","  240",",,W","8.1",",,W","13.4",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-26","2.7",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","5.6",",,W","  270",",,W","  290",",,W","6.3",",,W","10.3",",,W",,,,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-27","4.7",",,W",,,"0.0","T,,W,2400","0.0","T,,W,2400","0.0",",,W,2400",,,"7.8",",,W","-2.1",",,W","  310",",,W","  310",",,W","9.4",",,W","15.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-28","5.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"0.6",",,W","-4.9",",,W","  270",",,W","  300",",,W","10.3",",,W","15.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-29","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"3.3",",,W","-4.3",",,W","  310",",,W","  300",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-30","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.3",",,W","-1.6",",,W","  160",",,W","  150",",,W","5.4",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-03-31","2.2",",,W",,,"1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","7.2",",,W","  210",",,W","  200",",,W","6.3",",,W","12.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-01","3.9",",,W",,,"7.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","6.1",",,W","  280",",,W","  290",",,W","9.8",",,W","15.2",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-02","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","3.3",",,W","  300",",,W","  300",",,W","8.9",",,W","13.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-03","1.8",",,W",,,"3.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"8.9",",,W","4.4",",,W","  300",",,W","  290",",,W","6.3",",,W","10.3",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-04","3.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","3.9",",,W","  310",",,W","  310",",,W","7.2",",,W","9.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-05","1.5",",,W",,,"1.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.9",",,W","7.2",",,W","  150",",,W","  170",",,W","5.8",",,W","8.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-06","4.8",",,W",,,"11.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"11.7",",,W","6.7",",,W","   80",",,W","   40",",,W","9.8",",,W","16.5",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-07","3.3",",,W",,,"28.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","7.2",",,W","  120",",,W","  120",",,W","8.1",",,W","13.9",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-08","3.0",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","9.4",",,W","  240",",,W","  230",",,W","6.7",",,W","10.7",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-09","2.2",",,W",,,"1.3",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.8",",,W","8.3",",,W","  280",",,W","  220",",,W","7.6",",,W","12.5",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-10","4.3",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","5.6",",,W","  300",",,W","  300",",,W","9.4",",,W","14.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-11","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","4.4",",,W","  300",",,W","  190",",,W","5.4",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-12","1.7",",,W",,,"1.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","10.0",",,W","  310",",,W","  300",",,W","5.4",",,W","8.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-13","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.7",",,W","12.8",",,W","  170",",,W","  170",",,W","6.3",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-14","2.1",",,W",,,"1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","13.9",",,W","  290",",,W","  320",",,W","7.2",",,W","11.6",",,W",,,,,"    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-15","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","11.1",",,W","  190",",,W","  200",",,W","6.7",",,W","11.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-16","2.8",",,W",,,"5.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.8",",,W","6.7",",,W","  350",",,W","  220",",,W","6.3",",,W","11.6",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-17","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.6",",,W","5.0",",,W","  300",",,W","  320",",,W","8.1",",,W","13.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-18","3.4",",,W",,,"21.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"12.2",",,W","3.9",",,W","   70",",,W","   70",",,W","9.4",",,W","14.3",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-19","4.7",",,W",,,"31.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","3.9",",,W","   60",",,W","   50",",,W","11.2",",,W","16.5",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-20","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","5.6",",,W","  300",",,W","  300",",,W","8.9",",,W","13.0",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-21","2.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.0",",,W","6.7",",,W","  180",",,W","  140",",,W","7.2",",,W","11.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-22","2.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","11.7",",,W","  300",",,W","  320",",,W","6.7",",,W","10.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-23","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","10.6",",,W","  170",",,W","  190",",,W","4.5",",,W","7.6",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-24","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","8.9",",,W","   60",",,W","  130",",,W","6.3",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-25","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","7.8",",,W","  130",",,W","  120",",,W","5.4",",,W","8.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-26","1.5",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"15.6",",,W","11.1",",,W","   50",",,W","  120",",,W","4.5",",,W","8.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-27","4.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","5.0",",,W","  300",",,W","  320",",,W","8.9",",,W","14.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-28","4.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","4.4",",,W","  300",",,W","  320",",,W","9.4",",,W","15.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-29","3.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","5.0",",,W","  300",",,W","  300",",,W","8.1",",,W","11.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-04-30","1.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.0",",,W","6.7",",,W","  300",",,W","  360",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-01","1.4",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","8.3",",,W","  130",",,W","  130",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-02","2.1",",,W",,,"5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"13.3",",,W","10.6",",,W","   60",",,W","  260",",,W","5.4",",,W","7.6",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-03","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","10.6",",,W","   80",",,W","   50",",,W","5.8",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-04","1.1",",,W",,,"2.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.3",",,W","10.0",",,W","   10",",,W","   90",",,W","4.0",",,W","7.2",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-05","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","13.3",",,W","   50",",,W","   20",",,W","6.3",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-06","1.6",",,W",,,"17.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.1",",,W","9.4",",,W","   50",",,W","   50",",,W","5.8",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-07","4.9",",,W",,,"23.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"10.0",",,W","7.2",",,W","   60",",,W","   50",",,W","9.8",",,W","15.2",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-08","5.0",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"14.4",",,W","7.2",",,W","   60",",,W","   60",",,W","10.7",",,W","13.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-05-09","5.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","8.3",",,W","   60",",,W","   60",",,W","9.4",",,W","13.4",",,W",,,,,,,,,,
