"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-20","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"35.0",",,W","25.6",",,W","  220",",,W","  230",",,W","4.5",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-21","1.8",",,W",,,"4.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","23.3",",,W","   40",",,W","  300",",,W","6.3",",,W","13.0",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-22","1.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"34.4",",,W","25.6",",,W","  280",",,W","  280",",,W","4.5",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-23","0.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"35.0",",,W","25.6",",,W","  230",",,W","  210",",,W","4.5",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-24","2.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"35.0",",,W","26.1",",,W","  240",",,W","  230",",,W","5.8",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-25","2.1",",,W",,,"24.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","22.8",",,W","  300",",,W","  280",",,W","7.6",",,W","12.1",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-26","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","21.7",",,W","   50",",,W","   50",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-27","1.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","21.1",",,W","  140",",,W","  130",",,W","3.6",",,W","6.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-28","1.7",",,W",,,"0.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","22.8",",,W","  250",",,W","  190",",,W","5.4",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-29","1.5",",,W",,,"2.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","22.2",",,W","  230",",,W","  230",",,W","5.8",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-30","2.1",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","22.8",",,W","  310",",,W","  270",",,W","6.3",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-07-31","0.9",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","21.7",",,W","  170",",,W","  170",",,W","3.6",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-01","1.2",",,W",,,"12.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.0",",,W","20.0",",,W","   60",",,W","   40",",,W","4.0",",,W","6.3",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-02","1.6",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","22.2",",,W","  240",",,W","  270",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-03","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","21.7",",,W","  230",",,W","  130",",,W","4.0",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-04","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.9",",,W","24.4",",,W","  140",",,W","  130",",,W","5.4",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-05","1.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","25.6",",,W","  230",",,W","  220",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-06","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","25.0",",,W","  240",",,W","  240",",,W","5.8",",,W","10.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-07","2.5",",,W",,,"4.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.3",",,W","24.4",",,W","  260",",,W","  250",",,W","6.3",",,W","11.6",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-08","2.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"33.9",",,W","26.1",",,W","  250",",,W","   99",",,W","4.0",",,W","8.1",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-09","2.2",",,W",,,"0.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"36.1",",,W","25.6",",,W","  240",",,W","   10",",,W","6.3",",,W","10.3",",,W",,,,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-10","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","23.9",",,W","  140",",,W","  170",",,W","4.0",",,W","6.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-11","1.0",",,W",,,"2.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","22.2",",,W","  260",",,W","  270",",,W","4.5",",,W","6.7",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-12","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","21.7",",,W","   60",",,W","   10",",,W","6.3",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-13","2.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","18.3",",,W","   50",",,W","   50",",,W","6.3",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-14","1.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","18.9",",,W","  130",",,W","  130",",,W","4.0",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-15","0.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","20.0",",,W","  200",",,W","  200",",,W","4.0",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-16","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","18.9",",,W","   60",",,W","   40",",,W","7.6",",,W","9.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-17","1.5",",,W",,,"8.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","17.2",",,W","   50",",,W","   40",",,W","7.2",",,W","11.2",",,W","    1",",,W",,,"    1",",,W",,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-18","1.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","16.7",",,W","  280",",,W","  270",",,W","4.5",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-19","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","20.6",",,W","  180",",,W","  220",",,W","4.5",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-20","1.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","23.3",",,W","  140",",,W","  170",",,W","5.4",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-21","1.2",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","22.2",",,W","  130",",,W","  130",",,W","4.0",",,W","6.7",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-22","1.2",",,W",,,"5.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","22.8",",,W","   60",",,W","  130",",,W","4.0",",,W","5.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-23","1.3",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","22.2",",,W","  280",",,W","  280",",,W","5.8",",,W","8.1",",,W","    1",",,W",,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-24","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","21.7",",,W","  240",",,W","  260",",,W","4.5",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-25","1.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.8",",,W","22.2",",,W","  200",",,W","  170",",,W","3.6",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-26","1.3",",,W",,,"6.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.6",",,W","23.3",",,W","  270",",,W","  190",",,W","4.0",",,W","7.2",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-27","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","23.3",",,W","   60",",,W","  210",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-28","2.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","22.8",",,W","   60",",,W","   60",",,W","4.5",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-29","1.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","23.9",",,W","  140",",,W","  170",",,W","4.5",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-30","1.9",",,W",,,"3.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.7",",,W","22.8",",,W","  240",",,W","  230",",,W","5.8",",,W","10.7",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-08-31","2.3",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","20.6",",,W","  290",",,W","  270",",,W","5.8",",,W","8.9",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-01","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","20.6",",,W","  310",",,W","  300",",,W","6.3",",,W","9.4",",,W",,,,,,,,,"    1",",,W"
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-02","1.7",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","16.7",",,W","   50",",,W","   50",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-03","1.0",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","18.3",",,W","  150",",,W","  120",",,W","3.1",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-04","1.2",",,W",,,"0.0","T,,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"32.2",",,W","21.7",",,W","  250",",,W","  290",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-05","0.9",",,W",,,"1.5",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"31.1",",,W","22.8",",,W","  180",",,W","  190",",,W","4.0",",,W","7.6",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-06","1.7",",,W",,,"19.8",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","19.4",",,W","   50",",,W","   70",",,W","6.7",",,W","9.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-07","2.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","18.3",",,W","   60",",,W","   50",",,W","6.3",",,W","8.1",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-08","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"25.6",",,W","18.3",",,W","   60",",,W","   60",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-09","1.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","16.7",",,W","   70",",,W","   90",",,W","4.5",",,W","6.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-10","1.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"30.0",",,W","17.8",",,W","  250",",,W","  250",",,W","3.6",",,W","5.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-11","1.2",",,W",,,"8.1",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","19.4",",,W","  250",",,W","  270",",,W","4.0",",,W","5.8",",,W","    1",",,W",,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-12","0.6",",,W",,,"20.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.2",",,W","20.0",",,W","  120",",,W","  130",",,W","4.0",",,W","7.6",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-13","1.7",",,W",,,"10.4",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"27.8",",,W","20.0",",,W","  280",",,W","  230",",,W","5.4",",,W","9.4",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-14","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","16.7",",,W","  300",",,W","  310",",,W","5.8",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-15","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","16.7",",,W","   50",",,W","   20",",,W","5.4",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-16","0.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","13.9",",,W","   70",",,W","   60",",,W","4.5",",,W","5.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-17","2.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"24.4",",,W","17.8",",,W","   60",",,W","   60",",,W","4.5",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-18","2.5",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"28.3",",,W","19.4",",,W","  240",",,W","  210",",,W","5.8",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-19","1.6",",,W",,,"3.6",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"29.4",",,W","20.0",",,W","  270",",,W","  280",",,W","9.8",",,W","19.7",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-20","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.1",",,W","19.4",",,W","  300",",,W","  290",",,W","5.4",",,W","8.9",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-21","1.4",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"26.7",",,W","16.7",",,W","  240",",,W","  220",",,W","4.0",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-22","3.3",",,W",,,"11.9",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.9",",,W","13.9",",,W","  300",",,W","  290",",,W","8.1",",,W","13.0",",,W","    1",",,W","    1",",,W","    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-23","4.3",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"17.2",",,W","10.6",",,W","  300",",,W","  310",",,W","7.6",",,W","14.3",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-24","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","9.4",",,W","  280",",,W","  260",",,W","4.5",",,W","7.6",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-25","1.5",",,W",,,"28.2",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"22.2",",,W","15.0",",,W","  230",",,W","  240",",,W","4.5",",,W","8.1",",,W","    1",",,W",,,"    1",",,W",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-26","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"23.3",",,W","14.4",",,W","  260",",,W","  230",",,W","6.3",",,W","9.4",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-27","1.9",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"21.1",",,W","15.0",",,W","  250",",,W","  230",",,W","5.4",",,W","8.5",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-28","1.8",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"20.6",",,W","11.7",",,W","  280",",,W","  270",",,W","5.4",",,W","7.2",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-29","2.6",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"18.9",",,W","11.7",",,W","   50",",,W","   40",",,W","6.7",",,W","9.8",",,W",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","40.77898","-73.96925","42.7","2022-09-30","3.1",",,W",,,"0.0",",,W,2400","0.0",",,W,2400","0.0",",,W,2400",,,"16.7",",,W","11.1",",,W","   60",",,W","   60",",,W","6.3",",,W","8.5",",,W",,,,,,,,,,
